name,id,location,distance_to_center,rating,review_text,review_count,price,features,image_urls
Black Palace Hotel,1434918,"Küçükçekmece, İstanbul",N/A,7.4,Normal,(4 yorum),2.428 TL,Wi-Fi,"https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074182370000/2/1/28054/black_palace_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/548834/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/548835/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/548836/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/548837/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Element Pera Residence,1106181,"Taksim, Beyoğlu, İstanbul",Merkeze 600 m,8.4,Çok iyi,(5 yorum),2.838 TL,"Wi-Fi, Restoran, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290738530000/2/1/8847/element_pera_residence.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/181363/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/181364/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/181365/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/181366/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mardy Hotel,1372301,"Sefaköy, Küçükçekmece, İstanbul",N/A,8.0,Çok iyi,(49 yorum),1.602 TL,"Otopark, Toplantı Odaları, Wi-Fi, Hamam, Restoran, Şehir Manzarası","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290758070000/2/1/8972/mardy_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/233589/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/233590/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/233591/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/233592/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Green Park Pendik Hotel,103886,"Pendik (İstanbul), İstanbul",N/A,7.3,Normal,(513 yorum),3.000 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Çalışma Alanları, Wi-Fi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291486270000/2/1/9085/the_green_park_pendik_hotel___convention_center.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/507918/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/507919/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/123659/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/507920/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Vitabella Suites,1360132,"Cevizlik, Bakırköy, İstanbul",N/A,8.6,Müthiş,(56 yorum),2.070 TL,"Wi-Fi, Restoran, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290795630000/2/1/9010/vitabella_suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/282734/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/282736/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/282738/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/282737/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ramada Encore By Wyndham İstanbul Bayrampaşa,478209,"Bayrampaşa, İstanbul",Merkeze 5.1 km,7.9,İyi,(126 yorum),2.900 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Fitness, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290579300000/2/1/8401/ramada_encore_by_wyndham_istanbul_bayrampasa.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/241364/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/241365/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/241357/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/241356/ob.jpg?width=552&height=392&mode=crop&anchor=center"
El Emin İstanbul Hotel,1434919,"Halkalı, Küçükçekmece, İstanbul",N/A,8.6,Müthiş,(28 yorum),2.564 TL,"Kahvaltı Dahil, Otopark, Spa, Wi-Fi, Hamam, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074182600000/2/1/28055/el_emin_istanbul_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561011/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561012/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561013/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561014/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ağva Piazza Hotel,506900,"Ağva, Şile, İstanbul",N/A,8.2,Çok iyi,(50 yorum),2.880 TL,"Deniz Manzarası, Resepsiyon, Restoran, Nehir Manzarası, Deniz Kıyısı","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952307900800000/2/1/19176/agva_piazza_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215566/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215567/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215568/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/215569/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Siesta Hotel Bakirkoy,1509151,"Zeytinlik, Bakırköy, İstanbul",Merkeze 1 km,7.2,Normal,(5 yorum),2.775 TL,Wi-Fi,"https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638640627008230000/2/1/39903/siesta_hotel_bakirkoy.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580206/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580207/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580208/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580209/ob.jpg?width=552&height=392&mode=crop&anchor=center"
A11 Hotel Ataşehir,1106223,"Ataşehir, İstanbul",Merkeze 2.1 km,7.3,Normal,(87 yorum),1.809 TL,"Kahvaltı Dahil, Spa, Toplantı Odaları, Hamam, Restoran, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290812700000/2/1/9028/a11_hotel_atasehir.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/519336/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/519337/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/519338/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/519339/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Legacy Ottoman Hotel,102866,"Sirkeci, Fatih, İstanbul",Merkeze 700 m,7.0,Normal,(14 yorum),4.605 TL,"Otopark, Havuz, Spa, Wi-Fi, Jakuzi, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292223430000/2/1/9230/legacy_ottoman_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/102866/7d361475d1d3e19abd38336715892cc1.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/102866/79f395a0619af48098064f7cfa53f0fa.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/102866/3cc360af97ed1de5009ed7c589b99d70.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/102866/2fab5038d771a6ec374c097d136c45b7.jpg?width=552&height=392&mode=crop&anchor=center"
216 Ruby Suite,1487131,"Zümrütevler, Maltepe, İstanbul",Merkeze 7.4 km,8.6,Müthiş,(19 yorum),2.450 TL,"Ücretsiz İptal, Wi-Fi, Teras","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638387703399900000/2/1/35164/216_ruby_suite.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/574957/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/574958/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/574959/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/574960/ob.jpg?width=552&height=392&mode=crop&anchor=center"
39 Kalamış Marina Hotel,1382695,"Fenerbahçe, Kadıköy, İstanbul",Merkeze 3.5 km,8.7,Müthiş,(12 yorum),5.386 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294278570000/2/1/11064/39_kalamis_marina_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/234413/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/234414/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/234415/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/234416/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ramada Encore by Wyndham İstanbul Kartal,478239,"Kartal, İstanbul",N/A,8.4,Çok iyi,(48 yorum),3.002 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Fitness, Resepsiyon","https://media.dev.paximum.com/hotelimages/478239/a21e16739630f8794a0c2358a80b2754.jpeg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13729/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13730/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13731/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/13732/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Sun Comfort Hotel,506812,"Sultanahmet, Fatih, İstanbul",Merkeze 1.2 km,7.8,İyi,(7 yorum),2.307 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294071200000/2/1/10648/sun_comfort_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/108221/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/108225/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/108226/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/108237/ob.jpg?width=552&height=392&mode=crop&anchor=center"
My Palace Rezidans,1434862,"Evliya Çelebi, Tuzla, İstanbul",N/A,8.0,Çok iyi,(7 yorum),2.950 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Deniz Manzarası, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246073045330000/2/1/26502/my_palace_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/597753/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/597754/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/597755/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/597756/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Boutique Princess Hotel,105352,"Ümraniye, İstanbul",Merkeze 5.5 km,7.5,İyi,(52 yorum),1.920 TL,"Toplantı Odaları, Wi-Fi, Restoran, Teras, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294147530000/2/1/10678/boutique_princess_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/511881/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15934/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15935/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/15923/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Grand Lark Otel,1315358,"Kartal, İstanbul",N/A,8.2,Çok iyi,(63 yorum),2.500 TL,"Kahvaltı Dahil, Otopark, Çalışma Alanları, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293794830000/2/1/10507/grand_lark_otel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/194961/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/194962/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/194963/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/194964/ob.jpg?width=552&height=392&mode=crop&anchor=center"
World Point Hotel,1360135,"Küçükçekmece, İstanbul",N/A,7.6,İyi,(58 yorum),1.590 TL,"Kahvaltı Dahil, Spa, Wi-Fi, Restoran, Hamam, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293786400000/2/1/10454/world_point_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/563584/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/563585/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/563586/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/563587/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Dosso Dossi Hotels & Spa Golden Horn,104261,"Sütlüce, Beyoğlu, İstanbul",Merkeze 3.4 km,8.9,Müthiş,(25 yorum),4.171 TL,"Kahvaltı Dahil, Otopark, Toplantı Odaları, Çalışma Alanları, Wi-Fi, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291608600000/2/1/9112/dosso_dossi_hotels_golden_horn.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/177581/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/177582/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/177583/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/177584/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Beybun Hotel,1509129,"Beyoğlu, İstanbul",Merkeze 1 km,8.2,Çok iyi,(6 yorum),2.666 TL,Wi-Fi,"https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638640627003200000/2/1/39881/the_beybun_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580406/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580405/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580408/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/580407/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ramada By Wyndham İstanbul Taksim,102139,"Taksim, Beyoğlu, İstanbul",Merkeze 400 m,7.9,İyi,(31 yorum),4.158 TL,"Kahvaltı Dahil, Havuz, Spa, Toplantı Odaları, Wi-Fi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291649800000/2/1/9163/ramada_by_wyndham_istanbul_taksim.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/104070/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/104071/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/104072/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/104073/ob.jpg?width=552&height=392&mode=crop&anchor=center"
İbis İstanbul Esenyurt,105218,"Esenyurt, İstanbul",N/A,8.1,Çok iyi,(45 yorum),3.608 TL,"Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952289894270000/2/1/7516/ibis_istanbul_esenyurt.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141846/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141847/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141848/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141850/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Molton Monapart Mecidiyeköy,478426,"Mecidiyeköy, Şişli, İstanbul",Merkeze 3.2 km,8.0,Çok iyi,(37 yorum),2.705 TL,"Toplantı Odaları, Wi-Fi, Restoran, Fitness, Resepsiyon, Engelli Dostu","https://media.dev.paximum.com/hotelimages/478426/c8ac79708351198eebda17736a148b3f.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250505/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250506/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250507/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250508/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mars Hotel,507001,"Güneşli, Bağcılar, İstanbul",N/A,7.2,Normal,(12 yorum),1.965 TL,"Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290358430000/2/1/7922/mars_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/567119/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/567120/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/567121/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/567122/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Kadıköy Red Stone Butik Otel,1315690,"Kadıköy, İstanbul",Merkeze 4.8 km,8.7,Müthiş,(39 yorum),3.001 TL,"Deniz Manzarası, Deniz Kıyısı, Restoran, Teras, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294228500000/2/1/10754/redstone_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/219593/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/219594/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/219595/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/219596/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Elite World İstanbul Florya,105266,"Küçükçekmece, İstanbul",Mükemmel Konum,8.6,Müthiş,(77 yorum),3.277 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Jakuzi","https://media.dev.paximum.com/hotelimages/105266/23011211424708.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/14862/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/14863/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/14864/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/14865/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Golden Tülip İstanbul Bayrampaşa,667696,"Bayrampaşa, İstanbul",Merkeze 5.5 km,8.4,Çok iyi,(109 yorum),2.993 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Jakuzi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290335870000/2/1/7780/golden_tulip_istanbul_bayrampasa.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/667696/e80f8f91403c006d39111441a3cc94c4.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/667696/d01a2e4654b70d7824c04aa9f621ee9d.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/667696/4b06280932708c9c385b669ea3139464.jpg?width=552&height=392&mode=crop&anchor=center, https://media.dev.paximum.com/hotelimages/667696/605dd33eab2103c3930d7e75d093280b.jpg?width=552&height=392&mode=crop&anchor=center"
Mirrors Hotel,479162,"Beyoğlu, İstanbul",Merkeze 500 m,7.1,Normal,(8 yorum),3.574 TL,"Otopark, Wi-Fi, Şehir Manzarası, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293200030000/2/1/10032/mirrors_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270633/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270634/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270635/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270636/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Nidya Hotel Galataport,105143,"Karaköy, Beyoğlu, İstanbul",Merkeze 1 km,8.3,Çok iyi,(8 yorum),5.440 TL,"Spa, Toplantı Odaları, Wi-Fi, Restoran, Hamam, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293794200000/2/1/10503/nidya_hotel_galataport.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141181/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141182/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141183/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141184/ob.jpg?width=552&height=392&mode=crop&anchor=center"
