,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31
0,Mevsimlik Ürünler Hariç TÜFE,3.613171739756771,2.4301895232416992,2.6953109929809926,1.944156329084823,1.7538618158469355,2.1808285696468976
1,TÜFE B,3.75855543712178,2.6257798898194906,2.224414707066935,1.9083483007281021,1.647394988643236,1.9334292085711358
2,TÜFE C,3.1144365423488862,2.877345121997088,2.3138880939514994,2.209948354812452,1.9608922411852303,1.9106873748389042
3,TÜFE D,3.88847570291444,2.265467229729512,2.500325967314887,1.9341129761359266,1.7129300895128319,2.2020688771999586
4,TÜFE E,3.399831635447925,3.1828481555658206,2.3891451320551482,1.4227289329079795,1.3461097191087124,1.6524596371577438
5,TÜFE F,3.7722750393374582,3.6923156572391536,1.9721542058240615,1.156165759488581,1.3589408330091146,1.4642104333488337
6,Mallar,3.5987663001305403,3.790944886556913,2.134310018561658,0.9201735868307193,0.5425938457724433,1.0416961496043875
7,Enerji,4.687495577400136,0.06917912296817708,4.225112474237536,2.0920823354500184,2.1140182608571756,3.841527081410656
8,Gıda ve alkolsüz içecekler,3.4246050585065246,5.1170097546233695,1.7894640449029442,-0.3910242126241137,-0.21158412847868124,0.1837402818449574
9,Taze meyve ve sebze,-3.429531445473244,16.149148179003326,-1.6407328365023455,-5.549800514801939,-4.947282040479751,-7.267815406982992
10,İşlenmemiş gıda,-0.3164090734464331,10.454023401132195,1.5732538267553942,-2.364272127260514,-1.4899311108143798,-2.6507625749133235
11,Diğer işlenmemiş gıda,2.874841815222595,4.9737382270576,4.995248669237795,0.8130584177409972,1.7408718419094527,1.5697347505746917
12,İşlenmiş Gıda,5.880228010051347,1.8187910158613319,1.9344116221398977,0.9271564692287626,0.6145351774026642,2.0092164000583335
13,Ekmek ve tahıllar,8.04442891192274,1.1888336841313407,2.727678422340274,0.1689780214422898,2.0560538636221093,3.9522376998980757
14,Diğer işlenmiş gıda,5.397739458127182,1.9627609003874724,1.7544952009667325,1.1007593107238423,0.2875075101526736,1.5656159670633718
15,Enerji ve gıda dışı mallar,3.369633727373178,4.0017608793752935,1.7238805116148948,1.5909873023085774,0.6099407989368588,0.7622033181789556
16,Temel mallar,3.733594253710004,3.2436814515520718,1.7947803192269962,1.7277244180125217,0.6615763938446317,0.8223243175271566
17,Giyim ve ayakkabı,4.509273205853259,6.590836512095755,1.1260566234920777,-0.02554007004405001,0.48650697540286725,1.056269438039692
18,Dayanıklı Mallar (altın hariç),1.635479565614073,1.1863172149654266,2.582735529839164,2.619038933056639,0.8487755087610571,0.7599440370032795
19,Diğer Temel Mallar,7.324073386537755,3.873407552383523,0.9763676664453325,1.8381198568022894,0.4726261101055007,0.7017610723803136
20,"Alkollü içecekler, tütün ve altın",0.8750570895118326,9.344856052826046,1.252047437336734,0.6761340546549199,0.26085916207698734,0.3547653908219539
21,Hizmet,2.371743675102511,2.4320711784639792,2.9498518321426914,2.7940969920463132,3.5185085760004897,3.1882224999487674
22,Kira,4.220782643345111,3.6610983570642297,4.304349252975426,3.599719368102283,4.590043389570875,6.84630132790669
23,Lokanta ve oteller,3.5612199213409745,1.0735711278161197,4.201151854010132,4.671679792287908,3.682922295320723,3.4429057839213906
24,Ulaştırma hizmetleri,6.308859787014542,1.35830249106621,5.361557168319164,0.6303108363094667,11.754729482524073,-1.8842080112655535
25,Haberleşme hizmetleri,-1.3700262441556643,-2.2837859713732978,-3.5407054805593474,0.005503952456353822,0.038207870407513944,0.15283148163003357
26,Diğer hizmetler,-1.629945299332769,5.73240798123158,1.095528921186406,0.06514747058503634,0.5166090214203445,-0.3786679535812465
27,TÜFE,3.28787735136018,3.4497028244895533,2.3370952866494488,1.3889164238195084,1.2973054552010366,1.5945669626924674
