,Alkollü içecekler ve tütün,Ev eşyası,Eğitim,Eğlence ve kültür,Giyim ve ayakkabı,Gıda ve alkolsüz içecekler,Haberleşme,Konut,Lokanta ve oteller,Sağlık,Ulaştırma,Çeşitli mal ve hizmetler,TÜFE
2025-04-14,111.15844789133696,112.81051921394224,117.9001675686904,107.3960996987705,113.89573253294316,112.48330422439264,95.6329051957945,118.0877040373745,110.57457887845948,122.3764659665578,107.6296832938079,114.9268763197888,112.2549367743394
2025-04-15,111.15844789133696,113.06459591877608,117.9001675686904,107.6705382395242,114.61393982570584,113.11249206056392,95.58722848659288,118.25719386902936,110.58467070425937,122.3764659665578,107.6443566301254,115.2795437659988,112.5573544209289
2025-04-16,111.15844789133696,112.56131706985258,117.9001675686904,106.89812346490302,113.14161692444958,113.25214913310164,95.55687375389851,118.2825820115804,110.66936628457196,122.3764659665578,107.65178258089692,114.88129167322305,112.41871968318942
2025-04-17,111.15844789133696,111.77455001360454,117.9001675686904,106.42673828318846,112.19206863395084,113.31508396307753,95.53582796655084,118.3677942716278,110.8925864980413,122.3764659665578,108.03259943029391,114.9974298740762,112.37457806587943
2025-04-18,111.15844789133696,111.65630269692096,117.9001675686904,106.12793273042293,111.66053334168964,113.25133933188408,95.50294577241624,118.43906238241046,111.63710057613454,122.3764659665578,108.047207867051,114.8417070947362,112.37000135958372
2025-04-19,111.15844789133696,111.59253655333968,117.9001675686904,106.92492856229222,111.47503019380108,112.9660584288242,95.45609866382463,118.50766044544402,110.76081200501034,122.3764659665578,108.0468273982376,114.63193241011524,112.21043928355223
2025-04-20,111.15844789133696,111.59908339368724,117.9001675686904,107.26898962233608,111.36331843513176,112.68611295440404,95.42711119493188,118.48166442978388,110.75350535715113,122.3764659665578,108.05069127042236,114.45583788956672,112.11826300955428
2025-04-21,111.15844789133696,111.64193193332204,117.9001675686904,107.60676161898763,111.36678756095591,112.96886284899304,95.4078913495931,118.54119403485628,110.71065865774058,122.3764659665578,108.05600762639423,114.11711267320908,112.20187867589112
2025-04-22,111.15844789133696,112.21755475600942,117.9001675686904,107.93478322661412,112.92873895567816,113.2879727621357,95.41120552064008,118.78401738671552,110.8901360936412,122.3764659665578,108.0625061913013,114.93690983552996,112.55639080278382
2025-04-23,111.15844789133696,112.05929118970646,117.9001675686904,107.77136496330512,112.55074749751036,113.3856288199494,95.33994767844196,118.84764282826244,111.16502427884522,122.3764659665578,108.23199098527516,114.66449960430764,112.58166114392834
2025-04-24,111.15844789133696,112.02934407673882,117.9001675686904,107.71030972972592,112.2922271776728,113.5867725471116,95.3199458080779,118.84532845299816,111.98992380428024,122.3764659665578,108.22671943139792,114.67166463749804,112.6847427691379
2025-04-25,111.15844789133696,112.15927654175526,117.9001675686904,107.75014010213766,112.30601793505352,113.86081862118004,95.29808122972808,118.9822668709248,112.24345087599995,122.3764659665578,108.23829228409322,114.59957522761522,112.81674332752144
2025-04-26,111.15844789133696,112.16870299347651,117.9001675686904,107.7018235745666,112.39234892022726,113.9618864079037,95.31415199742317,119.10926117658052,112.16839446423045,122.3764659665578,108.2454164543415,114.72246689952946,112.8718338409446
2025-04-27,111.15844789133696,112.19647603839286,117.9001675686904,107.71152618321572,112.44209353444288,113.87818601364494,95.32888303876354,119.12491880628484,112.54019223620318,122.3764659665578,108.23853689412788,114.74946343613573,112.89045085776554
2025-04-28,111.15844789133696,112.35259666610476,117.9001675686904,107.81277499947126,112.58781307988966,113.77792694697676,95.35569950036005,119.28435585401932,112.64959692135248,122.3764659665578,108.24370810612515,114.87820558362272,112.93033734445088
2025-04-29,111.15844789133696,112.4830866491476,117.9001675686904,108.0281626633726,112.6290441433802,113.67909082366218,95.32649079749882,119.431912113542,112.60193626996538,122.3764659665578,108.24973905354716,115.1353142944853,112.9495295020018
2025-04-30,111.15844789133696,112.61824491333702,117.9001675686904,107.99053013357752,112.74878956022684,113.85792066430164,95.30174771201143,119.58685681530837,113.53325355796969,122.3764659665578,108.252607972019,115.09293252854296,113.12414740003976
2025-05-01,111.15844789133696,112.57432418062422,117.9001675686904,108.08385255148056,112.9397834435242,113.55801379124463,95.40394581394123,119.69904955282716,114.34289016576068,122.3764659665578,108.0657640586754,115.10785669285733,113.12166176521076
