,
,Last updated: 03/24/25 - 22:22
,
2016M12,322.8569
2017M01,326.7001
2017M02,329.9321
2017M03,333.0371
2017M04,337.2175
2017M05,339.5810
2017M06,341.8266
2017M07,346.1615
2017M08,348.9303
2017M09,349.6978
2017M10,354.4652
2017M11,357.6454
2017M12,360.6748
2018M01,362.4678
2018M02,366.1051
2018M03,369.3513
2018M04,371.2078
2018M05,375.9025
2018M06,379.6550
2018M07,381.6859
2018M08,385.9368
2018M09,391.4846
2018M10,392.4696
2018M11,395.5723
2018M12,399.7293
2019M01,404.3062
2019M02,406.4686
2019M03,410.5009
2019M04,416.1768
2019M05,419.5817
2019M06,422.5370
2019M07,429.0656
2019M08,433.0698
2019M09,444.6370
2019M10,450.2714
2019M11,455.2590
2019M12,459.8742
2020M01,463.1231
2020M02,470.0541
2020M03,475.0793
2020M04,478.5661
2020M05,480.3407
2020M06,491.2497
2020M07,492.6646
2020M08,498.2451
2020M09,492.8727
2020M10,499.1031
2020M11,506.0925
2020M12,508.7922
2021M01,505.3576
2021M02,510.9175
2021M03,513.3359
2021M04,513.6835
2021M05,531.1155
2021M06,539.0290
2021M07,550.2773
2021M08,568.8756
2021M09,588.3947
2021M10,606.8651
2021M11,630.2163
2021M12,667.7834
2022M01,718.9882
2022M02,755.7837
2022M03,809.5430
2022M04,872.7939
2022M05,914.2543
2022M06,963.8377
2022M07,1010.927
2022M08,1037.971
2022M09,1078.513
2022M10,1134.123
2022M11,1180.631
2022M12,1220.672
2023M01,1257.207
2023M02,1301.399
2023M03,1343.841
2023M04,1374.021
2023M05,1426.957
2023M06,1469.739
2023M07,1555.276
2023M08,1907.839
2023M09,2037.929
2023M10,2123.189
2023M11,2206.156
2023M12,2292.908
2024M01,2414.616
2024M02,2497.038
2024M03,2558.948
2024M04,2670.229
2024M05,2764.362
2024M06,2887.127
2024M07,2970.586
2024M08,3098.010
2024M09,3178.018
2024M10,3291.507
2024M11,3437.594
2024M12,3577.179
2025M01,3697.594
2025M02,3890.930
2025M03,4109.016
