Ürün,Grup,Kod,Ağırlık,Ana Grup
Kivi,Taze meyveler,01161,0.01861824792807724,Gıda ve alkolsüz içecekler
Üzüm,Taze meyveler,01161,0.01861824792807724,Gıda ve alkolsüz içecekler
Limon,Taze meyveler,01161,0.01861824792807724,Gıda ve alkolsüz içecekler
Beyaz Lahana,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Mantar,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Karnabahar,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Kabak,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Kıvırcık,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Maydanoz,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Kırmızı Lahana,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Kuru Soğan,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Pırasa,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Havuç,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Taze Fasulye,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Domates,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Dereotu,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Sivri Biber,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Nane,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Roka,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Patlıcan,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Kırmızı Turp,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Sarımsak,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Dolmalık Biber,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Salatalık,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Ispanak,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Çarliston Biber,Taze sebzeler (patates hariç),01171,0.026284307327771532,Gıda ve alkolsüz içecekler
Cep Telefonu Görüşme Ücreti,Telefon (mobil ve sabit hat) ve internet ücretleri,08300,0.021948230022466025,Haberleşme
Televizyon,Televizyonlar,09111,0.005688205318035862,Eğlence ve kültür
Tereyağı (Kahvaltılık),Tereyağı,01151,0.003300035420561741,Gıda ve alkolsüz içecekler
Kakaolu Toz İçecekler,Toz kakao,01213,5.4003644291357514e-05,Gıda ve alkolsüz içecekler
Kakao,Toz kakao,01213,5.4003644291357514e-05,Gıda ve alkolsüz içecekler
Tüp Gaz Ücreti,Tüpgaz (ev tüpü),04522,0.004911461339697574,Konut
Buğday Unu,Un ve diğer tahıllar,01112,0.00578372397563587,Gıda ve alkolsüz içecekler
Bebek Sütü (Toz Karışım),Un ve diğer tahıllar,01112,0.00578372397563587,Gıda ve alkolsüz içecekler
Bulgur,Un ve diğer tahıllar,01112,0.00578372397563587,Gıda ve alkolsüz içecekler
Genç Odası Takımı,Yatak odası mobilyaları,05112,0.006282525260034275,Ev eşyası
Yatak Bazası,Yatak odası mobilyaları,05112,0.006282525260034275,Ev eşyası
Yatak (Çift Kişilik),Yatak odası mobilyaları,05112,0.006282525260034275,Ev eşyası
Yatak (Tek Kişilik),Yatak odası mobilyaları,05112,0.006282525260034275,Ev eşyası
Yatak Odası Takımı,Yatak odası mobilyaları,05112,0.006282525260034275,Ev eşyası
Sehpa,Yemek odası ve oturma odası mobilyaları,05113,0.008434381235879855,Ev eşyası
Yemek Odası Takımı,Yemek odası ve oturma odası mobilyaları,05113,0.008434381235879855,Ev eşyası
Oturma Odası Takımı,Yemek odası ve oturma odası mobilyaları,05113,0.008434381235879855,Ev eşyası
Yumurta,Yumurta,01145,0.006843959251393552,Gıda ve alkolsüz içecekler
Bulaşık Makinesi,Çamaşır ve bulaşık makineleri,05312,0.007758631715328002,Ev eşyası
Çamaşır Makinesi,Çamaşır ve bulaşık makineleri,05312,0.007758631715328002,Ev eşyası
"Kaşık, Çatal, Bıçak Takımı (Çelik)",Çatal-bıçak takımı,05402,0.00046089506382756613,Ev eşyası
Bitki ve Meyve Çayı (Poşet),Çay ve bitki çayları,01212,0.006346787104866726,Gıda ve alkolsüz içecekler
Çay,Çay ve bitki çayları,01212,0.006346787104866726,Gıda ve alkolsüz içecekler
Pil,"Çeşitli küçük aksesuarlar (pil, ampul vb.)",05521,0.0011185406380996251,Ev eşyası
Ampul,"Çeşitli küçük aksesuarlar (pil, ampul vb.)",05521,0.0011185406380996251,Ev eşyası
Çikolata Tablet,Çikolata ve şekerlemeler,01183,0.006187595781342476,Gıda ve alkolsüz içecekler
Çikolata Krem,Çikolata ve şekerlemeler,01183,0.006187595781342476,Gıda ve alkolsüz içecekler
Lokum,Çikolata ve şekerlemeler,01183,0.006187595781342476,Gıda ve alkolsüz içecekler
Sakız,Çikolata ve şekerlemeler,01183,0.006187595781342476,Gıda ve alkolsüz içecekler
Kağıtlı Şeker,Çikolata ve şekerlemeler,01183,0.006187595781342476,Gıda ve alkolsüz içecekler
İç çamaşırı (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Kaban Anorak (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Elbise (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Pantolon (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Kazak (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Gömlek (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Sweatshirt (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Tişört (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Eşofman (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Çorap (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Pijama (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Tayt (Çocuk için),Çocuk giyim,03123,0.008781171000677025,Giyim ve ayakkabı
Spor Ayakkabısı (Çocuk için),Çocuk ve bebek ayakkabısı,03213,0.002757202641532459,Giyim ve ayakkabı
Ayakkabı (Çocuk için),Çocuk ve bebek ayakkabısı,03213,0.002757202641532459,Giyim ve ayakkabı
Bot (Çocuk için),Çocuk ve bebek ayakkabısı,03213,0.002757202641532459,Giyim ve ayakkabı
Özel Üniversite Ücreti,Üniversite eğitimi,10400,0.005999599791190898,Eğitim
Hazır Et Yemekleri,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",01127,0.006781302293882332,Gıda ve alkolsüz içecekler
Sosis,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",01127,0.006781302293882332,Gıda ve alkolsüz içecekler
Sucuk,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",01127,0.006781302293882332,Gıda ve alkolsüz içecekler
Salam,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",01127,0.006781302293882332,Gıda ve alkolsüz içecekler
Kesme Şeker,Şeker,01181,0.003769156168929603,Gıda ve alkolsüz içecekler
Toz Şeker,Şeker,01181,0.003769156168929603,Gıda ve alkolsüz içecekler
