,Mevsimlik Ürünler Hariç TÜFE,TÜFE B,TÜFE C,TÜFE D,TÜFE F,Mallar,Enerji,Gıda ve alkolsüz içecekler,İşlenmemiş gıda,Taze meyve ve sebze,Diğer işlenmemiş gıda,İşlenmiş Gıda,Ekmek ve tahıllar,Diğer işlenmiş gıda,Enerji ve gıda dışı mallar,Temel mallar,Giyim ve ayakkabı,Dayanıklı Mallar (altın hariç),Diğer Temel Mallar,"Alkollü içecekler, tütün ve altın",Hizmet,Kira,Lokanta ve oteller,Ulaştırma hizmetleri,Haberleşme hizmetleri,Diğer hizmetler,TÜFE
2024-12-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2025-01-31,101.94021940414315,100.943259818741,101.02351557128087,101.85370437354776,101.37582753182328,100.89906845466358,106.21207654024126,101.36431420923343,100.1342293862475,99.91946225272874,100.32667954299984,100.70034512133363,100.42439978762634,100.76303131379596,100.52288446369333,100.5635280789616,100.25950780215635,100.64115250456759,100.51282219517378,100.1869956902619,101.80760913090957,102.01083342876878,101.22206542420265,99.8447219061918,100.00000000000001,104.59862757706397,101.80991158954673
2025-02-28,104.17052465389357,103.83642380323481,103.76505211116788,104.25389536631737,103.45122855464749,103.17591239066356,107.17198635156052,102.86827802951338,99.128269144181,95.90377975007144,101.99356415491604,104.0472144637139,103.46882625130203,104.17862585331632,103.55807193849851,103.83790747739428,103.68230321089406,101.83379180586304,105.8576363556528,102.96976503901097,103.6464571512019,103.99069840911066,103.53953818525208,107.88934341084016,100.00000000000006,104.53173796892582,103.761146653369
